id,name,verdict,language,runtime,rank,date_of_submit
944,Happy Numbers,Runtime error,C++,0.000,-,2011-08-25 17:38
10591,Happy Number,Accepted,C++,0.084,4981,2011-08-25 13:02
10591,Happy Number,Wrong answer,C++,0.020,-,2011-08-25 12:57
10299,Relatives,Accepted,C++,0.504,655,2011-08-25 11:32
489,Hangman Judge,Wrong answer,C++,0.712,-,2011-08-24 18:09
350,Pseudo-Random Numbers,Accepted,C++,0.016,1288,2011-08-24 16:29
350,Pseudo-Random Numbers,Wrong answer,C++,0.032,-,2011-08-24 16:06
350,Pseudo-Random Numbers,Wrong answer,C++,0.012,-,2011-08-24 16:05
350,Pseudo-Random Numbers,Wrong answer,C++,0.048,-,2011-08-24 16:01
350,Pseudo-Random Numbers,Time limit,C++,3.000,-,2011-08-24 15:53
11342,Three-square,Accepted,C++,0.068,572,2011-08-24 12:39
11342,Three-square,Accepted,C++,0.100,677,2011-08-24 12:38
11342,Three-square,Accepted,C++,0.144,741,2011-08-24 12:36
11342,Three-square,Accepted,C++,0.056,503,2011-08-24 12:00
11342,Three-square,Accepted,C++,0.120,714,2011-08-24 09:54
11342,Three-square,Accepted,C++,0.136,727,2011-08-24 09:51
11342,Three-square,Accepted,C++,0.220,834,2011-08-24 09:41
11342,Three-square,Accepted,C++,0.200,815,2011-08-24 09:35
11342,Three-square,Wrong answer,C++,0.096,-,2011-08-24 09:28
11342,Three-square,Time limit,C++,1.000,-,2011-08-24 09:12
11342,Three-square,Wrong answer,C++,0.092,-,2011-08-24 09:03
11342,Three-square,Wrong answer,C++,0.016,-,2011-08-24 08:44
11342,Three-square,Wrong answer,C++,0.016,-,2011-08-24 08:40
11342,Three-square,Wrong answer,C++,0.012,-,2011-08-24 08:24
11342,Three-square,Wrong answer,C++,0.012,-,2011-08-24 08:10
12032,The Monkey and the Oiled Bamboo,Wrong answer,C++,0.220,-,2011-08-23 16:41
10252,Common Permutation,Accepted,C++,0.032,5277,2011-08-23 08:08
10252,Common Permutation,Compile error,C++,0.000,-,2011-08-23 08:07
10252,Common Permutation,Accepted,C++,0.012,3479,2011-08-23 08:00
10252,Common Permutation,Runtime error,C++,0.000,-,2011-08-23 07:59
10252,Common Permutation,Wrong answer,C++,0.020,-,2011-08-23 07:59
10106,Product,Accepted,C++,0.024,4713,2011-08-22 23:39
10106,Product,Runtime error,C++,0.000,-,2011-08-22 23:38
10106,Product,Accepted,C++,0.020,4373,2011-08-22 23:36
10106,Product,Runtime error,C++,0.000,-,2011-08-22 23:34
10252,Common Permutation,Accepted,C++,0.016,4262,2011-08-22 16:40
10252,Common Permutation,Wrong answer,C++,0.012,-,2011-08-22 16:39
10252,Common Permutation,Wrong answer,C++,0.008,-,2011-08-22 16:37
10252,Common Permutation,Accepted,C++,0.008,2144,2011-08-22 16:29
10252,Common Permutation,Wrong answer,C++,0.008,-,2011-08-22 16:26
10252,Common Permutation,Runtime error,C++,0.000,-,2011-08-22 16:25
11577,Letter Frequency,Wrong answer,C++,0.164,-,2011-08-22 15:34
11577,Letter Frequency,Wrong answer,C++,0.344,-,2011-08-22 15:30
10474,Where is the Marble?,Accepted,C++,0.616,3267,2011-08-22 15:05
10008,What's Cryptanalysis?,Accepted,C++,0.016,10250,2011-08-22 12:25
10008,What's Cryptanalysis?,Wrong answer,C++,0.008,-,2011-08-22 12:23
10008,What's Cryptanalysis?,Accepted,C++,0.008,7256,2011-08-22 12:16
10008,What's Cryptanalysis?,Wrong answer,C++,0.008,-,2011-08-22 12:14
10008,What's Cryptanalysis?,Wrong answer,C++,0.020,-,2011-08-22 11:49
10098,Generating Fast,Accepted,C++,0.540,3038,2011-08-22 10:17
443,Humble Numbers,Accepted,C++,0.060,2222,2011-08-21 15:23
443,Humble Numbers,Wrong answer,C++,0.060,-,2011-08-21 15:20
10935,Throwing cards away I,Accepted,C++,0.008,1877,2011-08-21 03:39
10935,Throwing cards away I,Wrong answer,C++,0.008,-,2011-08-21 03:34
568,Just the Facts,Accepted,C++,0.016,4802,2011-08-20 23:13
10489,Boxes of Chocolates,Accepted,C++,0.112,586,2011-08-20 22:14
10489,Boxes of Chocolates,Wrong answer,C++,0.100,-,2011-08-20 22:11
10489,Boxes of Chocolates,Wrong answer,C++,0.120,-,2011-08-20 22:09
10489,Boxes of Chocolates,Runtime error,C++,0.000,-,2011-08-20 22:08
10035,Primary Arithmetic,Accepted,C++,0.092,13114,2011-08-20 16:42
10035,Primary Arithmetic,Accepted,C++,0.124,13605,2011-08-20 16:40
10035,Primary Arithmetic,Accepted,C++,0.044,8045,2011-08-20 16:37
10035,Primary Arithmetic,Wrong answer,C++,0.088,-,2011-08-20 16:35
10035,Primary Arithmetic,Wrong answer,C++,0.108,-,2011-08-20 16:25
10035,Primary Arithmetic,Wrong answer,C++,0.060,-,2011-08-20 16:17
10055,Hashmat the Brave Warrior,Runtime error,C++,0.000,-,2011-08-20 14:46
10055,Hashmat the Brave Warrior,Compile error,C++,0.000,-,2011-08-20 12:51
11854,Egypt,Runtime error,Java,0.000,-,2011-08-20 11:15
488,Triangle Wave,Time limit,Java,3.000,-,2011-08-20 10:11
11854,Egypt,Accepted,Java,0.248,7211,2011-08-20 09:42
11854,Egypt,Compile error,Java,0.000,-,2011-08-20 09:40
102,Ecological Bin Packing,Accepted,C++,0.040,4028,2011-08-19 23:07
102,Ecological Bin Packing,Wrong answer,C++,0.032,-,2011-08-19 23:04
102,Ecological Bin Packing,Accepted,C++,0.028,751,2011-08-19 22:08
102,Ecological Bin Packing,Wrong answer,C++,0.032,-,2011-08-19 22:01
10055,Hashmat the Brave Warrior,Accepted,Java,2.916,40240,2011-08-19 20:21
10055,Hashmat the Brave Warrior,Time limit,Java,3.000,-,2011-08-19 20:19
10055,Hashmat the Brave Warrior,Compile error,C++,0.000,-,2011-08-19 20:19
10055,Hashmat the Brave Warrior,Time limit,Java,3.000,-,2011-08-19 20:03
10055,Hashmat the Brave Warrior,Runtime error,Java,0.000,-,2011-08-19 20:02
10055,Hashmat the Brave Warrior,Compile error,C++,0.000,-,2011-08-19 19:55
10055,Hashmat the Brave Warrior,Wrong answer,Java,0.228,-,2011-08-19 19:53
10055,Hashmat the Brave Warrior,Runtime error,Java,0.000,-,2011-08-19 19:45
10055,Hashmat the Brave Warrior,Runtime error,Java,0.000,-,2011-08-19 19:38
10055,Hashmat the Brave Warrior,Compile error,C++,0.000,-,2011-08-19 19:37
10055,Hashmat the Brave Warrior,Compile error,Java,0.000,-,2011-08-19 19:30
10140,Prime Distance,Time limit,C++,3.000,-,2011-08-19 13:57
12043,Divisors,Accepted,C++,0.068,187,2011-08-18 13:18
12043,Divisors,Accepted,C++,0.060,169,2011-08-18 13:17
12043,Divisors,Wrong answer,C++,0.068,-,2011-08-18 13:16
12043,Divisors,Accepted,C++,0.064,175,2011-08-18 13:12
12043,Divisors,Wrong answer,C++,0.068,-,2011-08-18 13:07
913,Joana and the Odd Numbers,Accepted,C++,0.008,2595,2011-08-18 09:30
11743,Credit Check,Accepted,C++,0.016,1083,2011-08-18 00:04
11917,Do Your Own Homework,Accepted,C++,0.008,213,2011-08-17 23:23
11917,Do Your Own Homework,Wrong answer,C++,0.016,-,2011-08-17 22:50
11917,Do Your Own Homework,Wrong answer,C++,0.008,-,2011-08-17 22:00
11917,Do Your Own Homework,Wrong answer,C++,0.012,-,2011-08-17 21:51
11917,Do Your Own Homework,Wrong answer,C++,0.008,-,2011-08-17 21:40
11689,Soda Surpler,Accepted,C++,0.012,2638,2011-08-17 20:30
583,Prime Factors,Accepted,C++,0.236,634,2011-08-17 19:01
10922,2 the 9s,Accepted,C++,0.012,386,2011-08-17 19:00
10922,2 the 9s,Accepted,C++,0.016,704,2011-08-17 16:21
10922,2 the 9s,Wrong answer,C++,0.032,-,2011-08-17 16:16
583,Prime Factors,Accepted,C++,0.220,478,2011-08-16 19:26
583,Prime Factors,Accepted,C++,0.312,932,2011-08-16 19:25
583,Prime Factors,Accepted,C++,0.384,1107,2011-08-16 19:23
583,Prime Factors,Wrong answer,C++,0.264,-,2011-08-16 19:22
583,Prime Factors,Wrong answer,C++,0.228,-,2011-08-16 19:21
583,Prime Factors,Wrong answer,C++,0.420,-,2011-08-16 19:18
10922,2 the 9s,Wrong answer,C++,0.012,-,2011-08-15 18:11
10394,Twin Primes,Accepted,C++,0.112,135,2011-08-15 15:31
10394,Twin Primes,Accepted,C++,0.092,61,2011-08-15 15:30
10394,Twin Primes,Accepted,C++,0.088,54,2011-08-15 15:30
10394,Twin Primes,Accepted,C++,0.100,94,2011-08-15 15:25
10394,Twin Primes,Accepted,C++,0.116,155,2011-08-15 15:24
10394,Twin Primes,Accepted,C++,0.108,121,2011-08-15 15:24
10484,Divisibility of Factors,Accepted,C++,0.016,34,2011-08-15 11:35
568,Just the Facts,Accepted,C++,0.008,3093,2011-08-12 21:31
10176,Ocean Deep! - Make it shallow!!,Accepted,C++,1.140,2017,2011-08-12 17:02
10176,Ocean Deep! - Make it shallow!!,Accepted,C++,1.472,2029,2011-08-12 17:02
10176,Ocean Deep! - Make it shallow!!,Runtime error,C++,0.000,-,2011-08-12 17:00
12039,Goldbach's Cardinality,Time limit,C++,5.000,-,2011-08-12 11:11
11287,Pseudoprime Numbers,Accepted,C++,0.056,680,2011-08-10 15:32
11287,Pseudoprime Numbers,Wrong answer,C++,0.068,-,2011-08-10 15:25
11287,Pseudoprime Numbers,Wrong answer,C++,0.040,-,2011-08-10 15:20
11960,Divisor Game,Accepted,C++,1.316,424,2011-08-07 18:17
11960,Divisor Game,Wrong answer,C++,0.928,-,2011-08-07 17:54
10176,Ocean Deep! - Make it shallow!!,Wrong answer,C++,0.076,-,2011-08-06 22:50
10176,Ocean Deep! - Make it shallow!!,Wrong answer,C++,0.076,-,2011-08-06 22:47
10176,Ocean Deep! - Make it shallow!!,Wrong answer,C++,0.152,-,2011-08-06 22:39
10200,Prime Time,Accepted,C++,0.088,763,2011-08-05 23:49
10200,Prime Time,Wrong answer,C++,0.088,-,2011-08-05 23:40
10200,Prime Time,Wrong answer,C++,0.084,-,2011-08-05 23:38
11347,Multifactorials,Accepted,C++,0.020,147,2011-08-04 02:34
11347,Multifactorials,Wrong answer,C++,0.036,-,2011-08-04 02:33
11347,Multifactorials,Wrong answer,C++,0.020,-,2011-08-04 02:32
11347,Multifactorials,Accepted,C++,0.020,146,2011-08-04 02:28
11347,Multifactorials,Accepted,C++,0.024,180,2011-08-04 02:28
11347,Multifactorials,Accepted,C++,0.024,179,2011-08-04 02:08
11347,Multifactorials,Wrong answer,C++,0.020,-,2011-08-04 01:51
11347,Multifactorials,Wrong answer,C++,0.032,-,2011-08-04 01:35
11347,Multifactorials,Wrong answer,C++,0.020,-,2011-08-04 01:17
10235,Simply Emirp,Accepted,C++,0.012,299,2011-08-03 18:22
10235,Simply Emirp,Accepted,C++,0.012,299,2011-08-03 18:22
10235,Simply Emirp,Accepted,C++,0.012,299,2011-08-03 18:21
10394,Twin Primes,Accepted,C++,0.088,54,2011-08-02 22:10
10394,Twin Primes,Accepted,C++,0.088,54,2011-08-02 22:10
10394,Twin Primes,Accepted,C++,0.100,94,2011-08-02 22:10
10394,Twin Primes,Accepted,C++,0.176,315,2011-08-02 22:09
10394,Twin Primes,Accepted,C++,0.088,54,2011-08-02 22:09
10394,Twin Primes,Accepted,C++,0.156,249,2011-08-02 22:08
10394,Twin Primes,Accepted,C++,0.132,196,2011-08-02 22:04
10394,Twin Primes,Accepted,C++,0.088,53,2011-08-02 22:02
10394,Twin Primes,Accepted,C++,0.096,75,2011-08-02 21:59
10394,Twin Primes,Accepted,C++,0.104,107,2011-08-02 21:13
10394,Twin Primes,Accepted,C++,0.096,75,2011-08-02 21:13
10394,Twin Primes,Accepted,C++,0.116,155,2011-08-02 21:12
10394,Twin Primes,Accepted,C++,0.100,94,2011-08-02 21:12
10394,Twin Primes,Accepted,C++,0.096,75,2011-08-02 21:12
10394,Twin Primes,Accepted,C++,0.096,75,2011-08-02 21:11
10176,Ocean Deep! - Make it shallow!!,Wrong answer,C++,0.084,-,2011-08-02 19:49
10176,Ocean Deep! - Make it shallow!!,Wrong answer,C++,0.076,-,2011-08-02 19:18
10176,Ocean Deep! - Make it shallow!!,Wrong answer,C++,0.072,-,2011-08-02 19:14
10451,Ancient Village Sports,Accepted,C++,0.028,60,2011-08-01 23:38
11934,Magic Formula,Accepted,C++,0.012,1398,2011-07-30 17:18
10179,Irreducable Basic Fractions,Accepted,C++,0.044,649,2011-07-30 14:05
10299,Relatives,Accepted,C++,0.240,315,2011-07-30 14:04
583,Prime Factors,Accepted,C++,0.236,634,2011-07-30 13:28
10061,How many zero's and how many digits ?,Accepted,C++,0.452,741,2011-07-30 10:27
10061,How many zero's and how many digits ?,Wrong answer,C++,0.016,-,2011-07-30 10:21
10780,Again Prime? No Time.,Accepted,C++,0.008,262,2011-07-29 10:43
10780,Again Prime? No Time.,Runtime error,C++,0.000,-,2011-07-29 10:37
10780,Again Prime? No Time.,Runtime error,C++,0.000,-,2011-07-29 10:36
10780,Again Prime? No Time.,Wrong answer,C++,0.008,-,2011-07-29 09:03
10780,Again Prime? No Time.,Wrong answer,C++,0.008,-,2011-07-29 08:37
10392,Factoring Large Numbers,Accepted,C++,0.068,828,2011-07-28 15:39
10392,Factoring Large Numbers,Wrong answer,C++,0.052,-,2011-07-28 15:34
10392,Factoring Large Numbers,Wrong answer,C++,0.104,-,2011-07-28 15:26
10392,Factoring Large Numbers,Compile error,C++,0.000,-,2011-07-28 15:22
10394,Twin Primes,Accepted,C++,0.104,107,2011-07-28 14:37
10200,Prime Time,Wrong answer,C++,0.104,-,2011-07-28 07:30
10200,Prime Time,Wrong answer,C++,0.088,-,2011-07-27 14:15
10200,Prime Time,Wrong answer,C++,0.092,-,2011-07-27 14:09
10200,Prime Time,Runtime error,C++,0.000,-,2011-07-27 14:03
10200,Prime Time,Runtime error,C++,0.000,-,2011-07-27 14:00
10200,Prime Time,Runtime error,C++,0.000,-,2011-07-27 13:58
10200,Prime Time,Time limit,C++,3.000,-,2011-07-27 13:45
10790,How Many Points of Intersection?,Accepted,C++,0.008,723,2011-07-27 12:21
446,Kibbles "n" Bits "n" Bits "n" Bits,Accepted,C++,0.008,3436,2011-07-26 22:23
355,The Bases Are Loaded,Accepted,C++,0.008,485,2011-07-26 21:46
355,The Bases Are Loaded,PresentationE,C++,0.008,-,2011-07-26 21:43
355,The Bases Are Loaded,PresentationE,C++,0.008,-,2011-07-26 21:08
355,The Bases Are Loaded,PresentationE,C++,0.012,-,2011-07-26 21:04
355,The Bases Are Loaded,Wrong answer,C++,0.012,-,2011-07-26 20:51
10179,Irreducable Basic Fractions,Wrong answer,C++,0.044,-,2011-07-26 18:27
10299,Relatives,Wrong answer,C++,0.264,-,2011-07-26 18:26
389,Basically Speaking,Accepted,C++,0.108,576,2011-07-26 17:20
12015,Google is Feeling Lucky,Accepted,C++,0.008,1087,2011-07-22 21:42
392,Polynomial Showdown,Accepted,C++,0.100,418,2011-07-22 15:42
392,Polynomial Showdown,Accepted,C++,0.112,596,2011-07-22 15:39
392,Polynomial Showdown,Wrong answer,C++,0.108,-,2011-07-22 15:27
11233,Deli Deli,Accepted,C++,0.012,1431,2011-07-19 19:50
10179,Irreducable Basic Fractions,Wrong answer,C++,0.052,-,2011-07-19 17:09
10179,Irreducable Basic Fractions,Wrong answer,C++,0.068,-,2011-07-18 20:24
10299,Relatives,Wrong answer,C++,0.324,-,2011-07-18 15:55
10299,Relatives,Wrong answer,C++,0.236,-,2011-07-18 15:10
10299,Relatives,Wrong answer,C++,0.256,-,2011-07-18 10:35
10299,Relatives,Wrong answer,C++,0.264,-,2011-07-18 10:29
10299,Relatives,Wrong answer,C++,0.248,-,2011-07-18 09:48
10179,Irreducable Basic Fractions,Wrong answer,C++,0.052,-,2011-07-18 09:41
884,Factorial Factors,Accepted,C++,0.864,1198,2011-07-16 09:09
11233,Deli Deli,Wrong answer,C++,0.008,-,2011-07-16 01:14
11233,Deli Deli,Wrong answer,C++,0.016,-,2011-07-16 01:08
11233,Deli Deli,Wrong answer,C++,0.008,-,2011-07-16 00:54
11608,No Problem,Accepted,C++,0.012,1416,2011-07-07 10:33
11608,No Problem,Time limit,C++,1.000,-,2011-07-07 10:30
11608,No Problem,Wrong answer,C++,0.008,-,2011-07-07 10:09
10215,The Largest/Smallest Box ...,Wrong answer,C++,0.020,-,2011-07-02 19:36
10215,The Largest/Smallest Box ...,Wrong answer,C++,0.016,-,2011-07-02 19:34
10215,The Largest/Smallest Box ...,Accepted,C++,0.044,454,2011-07-02 19:27
10215,The Largest/Smallest Box ...,Wrong answer,C++,0.020,-,2011-07-02 19:20
10215,The Largest/Smallest Box ...,Wrong answer,C++,0.016,-,2011-07-02 19:18
10215,The Largest/Smallest Box ...,Wrong answer,C++,0.016,-,2011-07-02 19:15
10215,The Largest/Smallest Box ...,Wrong answer,C++,0.020,-,2011-07-02 19:06
10215,The Largest/Smallest Box ...,Wrong answer,C++,0.016,-,2011-07-02 19:05
10215,The Largest/Smallest Box ...,Wrong answer,C++,0.016,-,2011-07-02 19:04
884,Factorial Factors,Time limit,C++,3.000,-,2011-07-01 08:49
884,Factorial Factors,Time limit,C++,3.000,-,2011-06-30 21:27
10042,Smith Numbers,Accepted,C++,0.048,488,2011-06-30 19:27
10392,Factoring Large Numbers,Time limit,C++,3.000,-,2011-06-30 18:51
10392,Factoring Large Numbers,Compile error,C++,0.000,-,2011-06-30 18:51
10392,Factoring Large Numbers,Time limit,C++,3.000,-,2011-06-30 18:47
10392,Factoring Large Numbers,Compile error,C++,0.000,-,2011-06-30 18:45
10139,Factovisors,Accepted,C++,0.080,328,2011-06-30 12:12
160,Factors and Factorials,Accepted,C++,0.008,5292,2011-06-30 10:53
160,Factors and Factorials,Wrong answer,C++,0.012,-,2011-06-30 10:40
10945,Mother bear,Accepted,C++,0.008,1463,2011-06-29 16:50
10252,Common Permutation,Accepted,C++,0.184,5952,2011-06-29 15:43
11287,Pseudoprime Numbers,Wrong answer,C++,0.008,-,2011-06-28 20:19
11287,Pseudoprime Numbers,Wrong answer,C++,0.008,-,2011-06-28 20:18
11287,Pseudoprime Numbers,Wrong answer,C++,0.008,-,2011-06-28 20:10
11287,Pseudoprime Numbers,Wrong answer,C++,0.044,-,2011-06-28 20:10
11287,Pseudoprime Numbers,Compile error,C++,0.000,-,2011-06-28 20:05
11287,Pseudoprime Numbers,Runtime error,C++,0.000,-,2011-06-28 13:15
11787,Numeral Hieroglyphs,Wrong answer,C++,0.008,-,2011-06-28 13:15
11287,Pseudoprime Numbers,Time limit,C++,1.000,-,2011-06-28 13:07
11287,Pseudoprime Numbers,Runtime error,C++,0.000,-,2011-06-28 13:04
10127,Ones,Accepted,C++,0.020,6805,2011-06-27 10:30
10127,Ones,PresentationE,C++,0.012,-,2011-06-27 10:30
195,Anagram,Wrong answer,C++,0.152,-,2011-06-27 09:11
11462,Age Sort,Accepted,C++,0.612,3950,2011-06-27 00:53
11462,Age Sort,Wrong answer,C++,0.804,-,2011-06-27 00:46
11462,Age Sort,Wrong answer,C++,0.760,-,2011-06-27 00:46
195,Anagram,Wrong answer,C++,0.168,-,2011-06-26 23:24
195,Anagram,Runtime error,C++,0.000,-,2011-06-26 23:23
10098,Generating Fast,Accepted,C++,0.292,2105,2011-06-26 23:20
10098,Generating Fast,Accepted,C++,0.296,2148,2011-06-26 23:20
10170,The Hotel with Infinite Rooms,Wrong answer,C++,0.048,-,2011-06-25 13:09
10170,The Hotel with Infinite Rooms,Wrong answer,C++,0.048,-,2011-06-25 12:58
11787,Numeral Hieroglyphs,Accepted,C++,0.012,335,2011-06-25 11:40
11787,Numeral Hieroglyphs,Accepted,C++,0.012,335,2011-06-25 10:03
11787,Numeral Hieroglyphs,Wrong answer,C++,0.016,-,2011-06-25 09:45
11787,Numeral Hieroglyphs,Wrong answer,C++,0.012,-,2011-06-25 09:33
11734,Big Number of Teams will Solve This,Wrong answer,C++,0.012,-,2011-06-24 23:14
11466,Largest Prime Divisor,Accepted,C++,0.052,219,2011-06-23 11:43
11466,Largest Prime Divisor,Wrong answer,C++,0.052,-,2011-06-23 11:30
11466,Largest Prime Divisor,Wrong answer,C++,0.052,-,2011-06-23 11:18
583,Prime Factors,Accepted,C++,0.240,674,2011-06-23 01:25
371,Ackermann Functions,Accepted,C++,0.256,3347,2011-06-23 01:21
371,Ackermann Functions,Accepted,C++,0.168,2733,2011-06-23 01:20
967,Circular,Accepted,C++,0.156,195,2011-06-23 01:15
967,Circular,Accepted,C++,0.148,171,2011-06-23 01:14
967,Circular,Accepted,C++,0.148,171,2011-06-23 01:14
967,Circular,Accepted,C++,0.124,88,2011-06-23 01:13
967,Circular,Accepted,C++,0.128,105,2011-06-23 01:12
967,Circular,Accepted,C++,0.120,70,2011-06-23 01:12
967,Circular,Accepted,C++,0.244,317,2011-06-23 01:12
967,Circular,Accepted,C++,0.120,70,2011-06-23 01:11
967,Circular,Time limit,C++,3.000,-,2011-06-23 01:08
543,Goldbach's Conjecture,Accepted,C++,0.044,600,2011-06-23 00:57
543,Goldbach's Conjecture,Accepted,C++,0.048,873,2011-06-23 00:57
543,Goldbach's Conjecture,Accepted,C++,0.044,600,2011-06-23 00:56
543,Goldbach's Conjecture,Accepted,C++,0.056,1371,2011-06-23 00:54
543,Goldbach's Conjecture,Accepted,C++,0.048,873,2011-06-23 00:54
543,Goldbach's Conjecture,Accepted,C++,0.044,599,2011-06-23 00:53
543,Goldbach's Conjecture,Accepted,C++,0.048,873,2011-06-23 00:53
543,Goldbach's Conjecture,Accepted,C++,0.048,873,2011-06-23 00:50
11342,Three-square,Accepted,C++,0.208,820,2011-06-22 21:50
967,Circular,Time limit,C++,3.000,-,2011-06-22 19:36
967,Circular,Time limit,C++,3.000,-,2011-06-22 19:35
967,Circular,Time limit,C++,3.000,-,2011-06-22 19:34
974,Kaprekar Numbers,Accepted,C++,0.020,372,2011-06-22 19:33
974,Kaprekar Numbers,Runtime error,C++,0.000,-,2011-06-22 19:24
974,Kaprekar Numbers,Wrong answer,C++,0.840,-,2011-06-22 18:38
974,Kaprekar Numbers,Wrong answer,C++,0.276,-,2011-06-22 18:33
494,Kindergarten Counting Game,Accepted,C++,0.012,14567,2011-06-22 16:46
494,Kindergarten Counting Game,Compile error,C++,0.000,-,2011-06-22 16:45
10311,Goldbach and Euler,Accepted,C++,1.024,174,2011-06-22 13:54
10170,The Hotel with Infinite Rooms,Wrong answer,C++,0.052,-,2011-06-22 00:35
10170,The Hotel with Infinite Rooms,Wrong answer,C++,0.048,-,2011-06-22 00:17
583,Prime Factors,Accepted,C++,0.304,918,2011-06-21 22:38
10168,Summation of Four Primes,Accepted,C++,0.096,821,2011-06-21 22:21
10168,Summation of Four Primes,Runtime error,C++,0.000,-,2011-06-21 22:15
583,Prime Factors,Runtime error,C++,0.000,-,2011-06-21 21:20
583,Prime Factors,Runtime error,C++,0.000,-,2011-06-21 21:17
583,Prime Factors,Runtime error,C++,0.000,-,2011-06-21 21:16
10168,Summation of Four Primes,Accepted,C++,0.084,733,2011-06-21 14:17
10168,Summation of Four Primes,Wrong answer,C++,0.084,-,2011-06-21 13:56
10168,Summation of Four Primes,Wrong answer,C++,0.080,-,2011-06-21 13:49
392,Polynomial Showdown,Wrong answer,C++,0.448,-,2011-06-21 09:34
11342,Three-square,Accepted,C++,0.520,1064,2011-06-20 12:12
11342,Three-square,Accepted,C++,0.652,1167,2011-06-20 11:38
10071,Back to High School Physics,Accepted,Java,1.452,36179,2011-06-20 08:54
10055,Hashmat the Brave Warrior,Accepted,Java,2.180,38670,2011-06-20 00:18
10055,Hashmat the Brave Warrior,Compile error,C++,0.000,-,2011-06-20 00:14
10055,Hashmat the Brave Warrior,Wrong answer,Java,0.248,-,2011-06-19 23:21
10055,Hashmat the Brave Warrior,Time limit,Java,3.000,-,2011-06-19 23:11
10055,Hashmat the Brave Warrior,Compile error,C++,0.000,-,2011-06-19 23:10
10055,Hashmat the Brave Warrior,Compile error,Java,0.000,-,2011-06-19 23:05
10925,Krakovia,Accepted,C++,0.012,74,2011-06-19 08:55
424,Integer Inquiry,Accepted,C++,0.008,4452,2011-06-19 08:18
424,Integer Inquiry,Wrong answer,C++,0.008,-,2011-06-19 08:17
424,Integer Inquiry,Wrong answer,C++,0.012,-,2011-06-19 07:09
424,Integer Inquiry,Wrong answer,C++,0.008,-,2011-06-19 07:02
11219,How old are you?,Accepted,C++,0.012,2352,2011-06-18 19:03
10473,Simple Base Conversion,Accepted,C++,0.064,2898,2011-06-18 17:53
11220,Decoding the message.,Accepted,C++,0.016,579,2011-06-18 15:52
11220,Decoding the message.,Accepted,C++,0.012,450,2011-06-18 15:51
11220,Decoding the message.,Accepted,C++,0.020,746,2011-06-18 15:51
11220,Decoding the message.,Accepted,C++,0.012,450,2011-06-18 15:51
11220,Decoding the message.,Accepted,C++,0.012,450,2011-06-18 15:50
11220,Decoding the message.,Accepted,C++,0.016,579,2011-06-18 15:50
11220,Decoding the message.,Accepted,C++,0.020,746,2011-06-18 15:50
11220,Decoding the message.,Accepted,C++,0.016,579,2011-06-18 15:49
11220,Decoding the message.,Accepted,C++,0.020,746,2011-06-18 15:38
11220,Decoding the message.,Accepted,C++,0.020,746,2011-06-18 15:37
11220,Decoding the message.,Accepted,C++,0.008,191,2011-06-18 15:16
11220,Decoding the message.,Wrong answer,C++,0.012,-,2011-06-18 14:20
11220,Decoding the message.,Wrong answer,C++,0.012,-,2011-06-18 10:09
11220,Decoding the message.,Wrong answer,C++,0.012,-,2011-06-18 10:01
11220,Decoding the message.,Wrong answer,C++,0.028,-,2011-06-18 09:58
11220,Decoding the message.,Runtime error,C++,0.000,-,2011-06-18 09:57
11220,Decoding the message.,Runtime error,C++,0.000,-,2011-06-18 09:56
11220,Decoding the message.,Wrong answer,C++,0.012,-,2011-06-18 09:35
11220,Decoding the message.,Wrong answer,C++,0.024,-,2011-06-18 09:32
11220,Decoding the message.,Wrong answer,C++,0.016,-,2011-06-17 23:48
11220,Decoding the message.,Wrong answer,C++,0.032,-,2011-06-17 23:46
11220,Decoding the message.,Time limit,C++,3.000,-,2011-06-17 23:33
11614,Etruscan Warriors Never Play Chess,Accepted,C++,0.012,1388,2011-06-17 21:32
263,Number Chains,Accepted,C++,0.528,1230,2011-06-17 20:51
11342,Three-square,Wrong answer,C++,0.116,-,2011-06-17 17:27
10324,Zeros and Ones,Accepted,C++,2.544,4892,2011-06-17 16:22
371,Ackermann Functions,Accepted,C++,0.160,2517,2011-06-17 15:10
11342,Three-square,Wrong answer,C++,0.080,-,2011-06-17 11:04
11342,Three-square,Wrong answer,C++,0.068,-,2011-06-12 22:13
414,Machined Surfaces,Accepted,C++,0.032,6735,2011-06-12 20:50
11734,Big Number of Teams will Solve This,Wrong answer,C++,0.008,-,2011-06-11 20:04
401,Palindromes,Accepted,C++,0.032,7134,2011-05-23 09:45
483,Word Scramble,Accepted,C++,0.008,5835,2011-05-23 09:34
401,Palindromes,Wrong answer,C++,0.036,-,2011-05-23 09:33
353,Pesky Palindromes,Accepted,C++,0.036,2085,2011-05-23 09:32
353,Pesky Palindromes,Accepted,C++,0.008,853,2011-05-23 09:31
100,The 3n + 1 problem,Wrong answer,C++,1.068,-,2011-05-18 20:26
12003,Array Transformer,Time limit,C++,5.000,-,2011-05-10 00:50
12003,Array Transformer,Compile error,C++,0.000,-,2011-05-10 00:47
10221,Satellites,Accepted,C++,0.012,2088,2011-05-09 13:40
10050,Hartals,Accepted,C++,0.008,3857,2011-05-08 22:02
11646,Athletics Track,Accepted,C++,0.024,651,2011-05-06 21:19
11646,Athletics Track,Runtime error,C++,0.000,-,2011-05-06 21:17
